i	treeindex	accept	nnodes	distance	loglik	post	loga	Q	ru
4386	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.744487891958719
4387	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-100.449646613488	1	-0.29492198635414
4388	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-5.56076671854447	0.0431034482758621	-0.905597039119882
4389	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-2.20631349403167
4390	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-113.13083604275	1	-2.15429099763988
4391	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.101596022469674
4392	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-98.2366091597432	1	-2.87097123917588
4393	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.299384024049016
4394	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.450705331656	1	-0.360576072253216
4395	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.809483816218	1	-0.439590661237548
4396	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.26614724209998	0.0431034482758621	-0.205481224020913
4397	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-5.33736143164555	0.0431034482758621	-0.441690728583853
4398	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-715.555586165192	1	-0.872215566817785
4399	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.0469605413508008
4400	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-5.33736143164555	0.0431034482758621	-1.53827277948193
4401	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.78771945380271	0.0431034482758621	-0.359040817510579
4402	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-0.0354649989513955
4403	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-0.941396578046592
4404	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-100.297527389492	1	-0.106288466883806
4405	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-0.362496692030891
4406	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-904.709941093086	1	-0.6373487614086
4407	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.13920417146932	0.0431034482758621	-4.14187644846555
4408	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-0.542927055032553
4409	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.257976624558	1	-0.398942700300809
4410	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.76524919349089	0.0431034482758621	-0.0558227887419288
4411	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-0.703542557344413
4412	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-1.12884146772186
4413	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-112.694672768012	1	-0.0370272469085779
4414	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-715.497879464441	1	-1.34918369639456
4415	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-0.273441817720328
4416	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-0.517789089490299
4417	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-5.3660358385618	0.0431034482758621	-0.0995855792176248
4418	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-0.77603378054418
4419	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-99.8813993499825	1	-0.417429384170973
4420	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-0.341027621525301
4421	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	NA	0.0431034482758621	-0.0249029849567355
4422	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.08064631732981	0.0431034482758621	-0.145768667064259
4423	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.497646449687	1	-0.432881045404006
4424	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.49256922081753	0.0431034482758621	-0.349881225148082
4425	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-906.853007920898	1	-1.2780352950865
4426	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-1.50588285718606
4427	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.16307902965258	0.0431034482758621	-0.309800041411887
4428	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.22642640653925	0.0431034482758621	-3.27158423687768
4429	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-712.627870003642	1	-3.2990302014816
4430	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.09287749110575	0.0431034482758621	-1.32728082989393
4431	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-1.39393075531108
4432	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-715.544803884997	1	-0.355630503452309
4433	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.13306587093888	0.0431034482758621	-1.59093580066351
4434	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.728150365881	1	-0.0586784909094244
4435	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-113.13083604275	1	-0.461573179027539
4436	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-0.800925161391685
4437	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-0.974732935389385
4438	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-112.518414249462	1	-3.68901416409618
4439	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-3.56764172393728
4440	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.17962995340116	0.0431034482758621	-0.0741909732034183
4441	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.08064631732981	0.0431034482758621	-1.86499108150608
4442	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.09872841764212	0.0431034482758621	-0.615223180127304
4443	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.23397279594559	0.0431034482758621	-0.34155064017054
4444	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.53390127380539	0.0431034482758621	-0.478411615342525
4445	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.02870773833405	0.0431034482758621	-1.00578256963094
4446	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.81718686983862	0.0431034482758621	-2.34012710946397
4447	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.39654755994838	0.0431034482758621	-0.582675903217241
4448	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.16520344196528	0.0431034482758621	-1.05176978938145
4449	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-5.47247083758833	0.0431034482758621	-0.120608246094107
4450	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-113.105159928935	1	-2.73147483035188
4451	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.29184502003904	0.0431034482758621	-0.0128029426734819
4452	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-715.050165473742	1	-0.0317767210618628
4453	49	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-99.714088493376	1	-0.47550235732927
4454	50	TRUE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	0.310996527644021	0.0431034482758621	-0.0362950099257895
4455	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	NA	0.0428571428571429	-0.288363898235447
4456	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-7.55401720125511	0.0428571428571429	-0.828172077517884
4457	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-7.3925294588552	0.0428571428571429	-1.63212893666408
4458	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-7.49878719384279	0.0428571428571429	-0.833908987052514
4459	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-107.902418594105	1	-1.37272016078772
4460	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-907.75765821876	23.2	-0.019157327604864
4461	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	NA	0.0428571428571429	-0.689675314179981
4462	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-7.55846005745835	0.0428571428571429	-2.53629211485007
4463	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	NA	1	-0.989979514649972
4464	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-7.53646135517548	0.0428571428571429	-5.84156709180069
4465	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-714.87361097264	23.2	-0.543244046174938
4466	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-6.57765873935924	0.0428571428571429	-0.696898828164591
4467	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-6.69072987094106	0.0428571428571429	-1.46437190801139
4468	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-7.43643379665809	1	-0.709502774351769
4469	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-7.39061898440551	0.0428571428571429	-0.391565993365861
4470	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-7.46000827082745	0.0428571428571429	-0.453175553938542
4471	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-7.11182637013545	0.0428571428571429	-0.527300404591994
4472	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-707.236040720232	1	-0.15529817252175
4473	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-7.23122442408922	0.0428571428571429	-2.55244558487004
4474	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-5.43353027743433	1	-0.791190446362947
4475	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-0.310996527644021	23.2	-0.236125795712304
4476	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-722.155098482559	1	-0.232794135843323
4477	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-4.88586732634204	0.0428571428571429	-0.0847014553605605
4478	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-110.285037529177	23.2	-0.503352689711561
4479	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-110.285037529177	23.2	-1.91233604818576
4480	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-7.01373148518533	0.0428571428571429	-0.295031135611959
4481	50	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-105.551330217524	1	-1.0465123831619
4482	51	TRUE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-0.310996527644021	23.2	-2.59407059736056
4483	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-99.9181505200249	1	-1.08279477132326
4484	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-112.694672768012	1	-0.79962276683134
4485	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.825881324513029
4486	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-714.529053238235	1	-2.03767783856382
4487	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-714.529053238235	1	-0.558392401761693
4488	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-113.193386363815	1	-1.23103542705351
4489	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.837438113584	1	-0.736432285450942
4490	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.851612392184	1	-0.46691202230314
4491	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-111.741070841632	1	-0.739946844584131
4492	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-0.32090981726342
4493	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.69008431314927	0.0431034482758621	-0.655891377371278
4494	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.29846314379523	0.0431034482758621	-0.015889115200855
4495	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-100.225960918076	1	-0.152785426293231
4496	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-0.849297881139457
4497	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-99.714088493376	1	-0.157065140013665
4498	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.94757769152915	0.0431034482758621	-0.817073479793602
4499	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-0.0434677297310572
4500	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.6589050212437	0.0431034482758621	-1.97149405114429
4501	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-0.386636940905996
4502	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-100.297896602558	1	-0.668481770772769
4503	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-1.26344767660834	0.0431034482758621	-0.558695726431615
4504	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-0.0909603425612202
4505	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-2.41364112046142
4506	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.78771945380271	0.0431034482758621	-0.666738869059431
4507	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-714.529053238235	1	-0.550358401983114
4508	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-0.692016901990286
4509	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.76346023580612	0.0431034482758621	-3.81070968447908
4510	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-0.0964029401694438
4511	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-715.57518410882	1	-0.311023314412457
4512	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.94757769152915	0.0431034482758621	-1.38215626765353
4513	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.78201467086314	0.0431034482758621	-0.893024436238157
4514	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.900611435878	1	-0.871104646338238
4515	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.6589050212437	0.0431034482758621	-1.06636197071793
4516	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.623910819282	1	-3.99800734066166
4517	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-99.2564912745729	1	-0.656991920029035
4518	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-5.47247083758833	0.0431034482758621	-3.3119121248549
4519	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	NA	0.0431034482758621	-2.23287938274118
4520	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-0.494123698350199
4521	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.285425781946753
4522	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.298501256355716
4523	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.218795819903636
4524	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.639547378079	1	-1.82243415831329
4525	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-112.046099845524	1	-1.05351291296306
4526	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-0.111489894304925
4527	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-1.86255229672369
4528	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-0.327663903363813
4529	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.69008431314927	0.0431034482758621	-0.365371837096764
4530	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.81718686983862	0.0431034482758621	-5.32973886198128
4531	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.0179354982702871
4532	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.13920417146932	0.0431034482758621	-1.71267343197624
4533	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.687348156390143
4534	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-112.518414249462	1	-5.03187173340997
4535	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.257976624558	1	-0.863443073726684
4536	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-1.25052948550187
4537	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.09959107307208	0.0431034482758621	-0.268330714447664
4538	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.471057449428883
4539	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.09287749110575	0.0431034482758621	-1.20974547942584
4540	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.19612172192268	0.0431034482758621	-0.699704688520689
4541	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-904.01918981344	1	-0.777287314980294
4542	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.13306587093888	0.0431034482758621	-0.183521079567278
4543	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.194089651910162
4544	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-906.567965099854	1	-0.179639752224756
4545	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.2889612910198	0.0431034482758621	-0.163774033175554
4546	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-98.2366091597432	1	-0.51268736974778
4547	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-712.907815048457	1	-0.294532907410184
4548	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.1302664602494	0.0431034482758621	-0.365848115880831
4549	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.26112927415437	0.0431034482758621	-1.04859090238678
4550	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-1.08243607196544
4551	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.48702765130423	0.0431034482758621	-1.24527951387325
4552	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-1.02661630877916
4553	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.728150365881	1	-0.197640504551451
4554	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-0.221002405367285
4555	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.21586130375857	0.0431034482758621	-1.11325556475768
4556	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-5.97771109859736	0.0431034482758621	-2.7911360152088
4557	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.94757769152915	0.0431034482758621	-0.321460906336297
4558	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.67143422473004	0.0431034482758621	-0.577912110006902
4559	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.177896536452777
4560	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.76524919349089	0.0431034482758621	-0.251301366999496
4561	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.76231447074082	0.0431034482758621	-0.803627150219439
4562	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-1.26794567761994
4563	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.29184502003904	0.0431034482758621	-0.64431474606011
4564	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-0.401362103321694
4565	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.849082218065	1	-1.68492546771082
4566	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.08064631732981	0.0431034482758621	-0.000213423001017577
4567	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-4.98348957208276	0.0431034482758621	-1.75593372827209
4568	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.6589050212437	0.0431034482758621	-0.0603636919856674
4569	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-112.681699915276	1	-1.0724089231736
4570	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-100.396569471624	1	-0.890749526872941
4571	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.26283917334644	0.0431034482758621	-0.498466675383482
4572	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.83920847963367	0.0431034482758621	-1.15751579371667
4573	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.809334462930197
4574	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-1.22386903708822
4575	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.22642640653925	0.0431034482758621	-2.02409737892415
4576	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-1.30106146802004
4577	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-2.02971191684623
4578	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-100.449646613488	1	-0.709742502026608
4579	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.22642640653925	0.0431034482758621	-0.0195797207119546
4580	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-715.555586165192	1	-0.811573634582438
4581	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-2.4644124702207
4582	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-5.96318733505672	0.0431034482758621	-0.0390371631909058
4583	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-100.297527389492	1	-0.119104403927586
4584	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-0.299329814298689
4585	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-2.21884203762144
4586	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.76231447074082	0.0431034482758621	-0.149356830694925
4587	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-100.140205551845	1	-0.0901676536657123
4588	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-5.74172178122302	0.0431034482758621	-4.48658773456249
4589	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-100.395229410988	1	-0.439158804038753
4590	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-708.645048921487	22.5	-0.30960520014714
4591	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-713.65541503924	1	-0.104851981790289
4592	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-714.10982262477	1	-1.42773436757256
4593	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	NA	0.0431034482758621	-1.87362796444359
4594	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.39654755994838	0.0431034482758621	-0.816068120107087
4595	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-0.0459550261819092
4596	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-99.2565078377556	1	-1.71508897215853
4597	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-93.692730264272	22.5	-3.51937061538201
4598	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-106.214672839974	22.5	-0.893355705926339
4599	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-6.52477025943648	0.0431034482758621	-0.803052919926927
4600	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-907.851612392184	1	-2.19126280859877
4601	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.13306587093888	0.0431034482758621	-2.01267515148084
4602	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-113.193386363815	1	-0.355558844121203
4603	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-110.345288952598	1	-0.0329600871660785
4604	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-1.94624545741018
4605	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-7.26614724209998	0.0431034482758621	-0.956441184386855
4606	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-900.889564827601	22.5	-0.156223505004992
4607	51	FALSE	3	0.0909090909090909	-21429.6556052574	-21458.0624406384	-704.652417747217	1	-2.73660709223857
4608	52	TRUE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	0.310996527644021	0.0431034482758621	-0.512063868880853
4609	52	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-100.229147047669	23.2	-0.353371136427212
4610	52	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-110.285037529177	23.2	-0.255017825753061
4611	52	FALSE	4	0.0555555555555556	-21422.0455285266	-21460.8955963894	-5.89421208136983	0.0428571428571429	-1.25969265374704
