i	distance	psi	newpsi	ipsi	newipsi	likratio	priorratio	hratio	accept
2459	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2460	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2461	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2462	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2463	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2464	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2465	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2466	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2467	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2468	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2469	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2470	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2471	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2472	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2473	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2474	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2475	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2476	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2477	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2478	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2479	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2480	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2481	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2482	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2483	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2484	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2485	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2486	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2487	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2488	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2489	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2490	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2491	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2492	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2493	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2494	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2495	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2496	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2497	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2498	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2499	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2500	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2501	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2502	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2503	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2504	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2505	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2506	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2507	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2508	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2509	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2510	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2511	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2512	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2513	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2514	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2515	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2516	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2517	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2518	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2519	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2520	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2521	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2522	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2523	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2524	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2525	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2526	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2527	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2528	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2529	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2530	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2531	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2532	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2533	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2534	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2535	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2536	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2537	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2538	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2539	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2540	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2541	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2542	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2543	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2544	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2545	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2546	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2547	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2548	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2549	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2550	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2551	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2552	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2553	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2554	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2555	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2556	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2557	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2558	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2559	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2560	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2561	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2562	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2563	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2564	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2565	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2566	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2567	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2568	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2569	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2570	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2571	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2572	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2573	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2574	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2575	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2576	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2577	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2578	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2579	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2580	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2581	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2582	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2583	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2584	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2585	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2586	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2587	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2588	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2589	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2590	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2591	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2592	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2593	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2594	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2595	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2596	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2597	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2598	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2599	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2600	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2601	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2602	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2603	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2604	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2605	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2606	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2607	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2608	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2609	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2610	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2611	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2612	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2613	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2614	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2615	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2616	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2617	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2618	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2619	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2620	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2621	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2622	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2623	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2624	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2625	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2626	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2627	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2628	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2629	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2630	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2631	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2632	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2633	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2634	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2635	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2636	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2637	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2638	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2639	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2640	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2641	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2642	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2643	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2644	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2645	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2646	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2647	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2648	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2649	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2650	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2651	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2652	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2653	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2654	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2655	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2656	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2657	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2658	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2659	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2660	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2661	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2662	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2663	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2664	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2665	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2666	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2667	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2668	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2669	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2670	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2671	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2672	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2673	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2674	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2675	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2676	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2677	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2678	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2679	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2680	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2681	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2682	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2683	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2684	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2685	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2686	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2687	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2688	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2689	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2690	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2691	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2692	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2693	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2694	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2695	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2696	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2697	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2698	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2699	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
2700	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2701	0.0909090909090909	0.9	0.87	30	29	-0.0281105541068366	0.0339015516756814	0.00579099756884481	FALSE
2702	0.0909090909090909	0.9	0.93	30	31	0.0279817286212679	-0.032789822822991	-0.00480809420172305	FALSE
